anal_num,bd_number,a_cont_by,a_makedown,a_nv_scor,a_vul_scor,b_cont_by,b_makedown,b_nv_scor,b_vul_scor,nv_imps,vul_imps,nv_netscor,v_netscor,north,east,south,west,n_hcp,e_hcp,s_hcp,w_hcp
1,1914,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:AJ54 H:JT2 D:T2 C:J972,S:Q76 H:98753 D:Q87 C:Q8,S:K8 H:AKQ6 D:J64 C:AK64,S:T932 H:4 D:AK953 C:T53,7,6,20,7
1,1915,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:KJ72 H:KT9 D:KT2 C:KJ3,S:4 H:AQ754 D:94 C:AQ742,S:T965 H:J6 D:AJ75 C:T98,S:AQ83 H:832 D:Q863 C:65,14,12,6,8
1,1916,3N -N, -4,-200,-400,2N -N, -3,-150,-300,-2,-3,-50,-100,S:T62 H:A84 D:T75 C:K742,S:Q8754 H:JT D:J42 C:AJ6,S:AK9 H:Q732 D:A863 C:83,S:J3 H:K965 D:KQ9 C:QT95,7,9,13,11
1,1917,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:J62 H:AJ62 D:9762 C:K6,S:AT8743 H:T8543 D: C:Q8,S:Q9 H:KQ7 D:AT54 C:JT95,S:K5 H:9 D:KQJ83 C:A7432,9,6,12,13
1,1918,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:K5 H:K754 D:652 C:A653,S:QJ9864 H:9 D:K9743 C:J,S:A3 H:T863 D:AQ8 C:KQ84,S:T72 H:AQJ2 D:JT C:T972,10,7,15,8
1,1919,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:AQ7 H:AKJ D:AJ98 C:AK3,S:954 H:Q52 D:QT C:J9854,S:J632 H:T86 D:7642 C:72,S:KT8 H:9743 D:K53 C:QT6,26,5,1,8
1,1920,3N -N,  4,430,630,2N -N,  4,180,180,6,10,250,450,S:Q532 H:QT7 D:Q7 C:KJ63,S:T87 H:5432 D:J4 C:QT98,S:AK94 H:AJ D:A832 C:A72,S:J6 H:K986 D:KT965 C:54,10,3,20,7
1,1921,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:Q43 H:K43 D:843 C:J952,S:A62 H:J865 D:9 C:K8764,S:J985 H:AQT7 D:KQ C:AQT,S:KT7 H:92 D:AJT7652 C:3,6,8,18,8
1,1922,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:AK62 H:K54 D:J2 C:QJ75,S:QJ8 H:AJ73 D:T9874 C:A,S:T97 H:Q86 D:K653 C:KT3,S:543 H:T92 D:AQ C:98642,14,12,8,6
1,1923,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:Q42 H:KJ2 D:AQJ4 C:T98,S:J53 H:AQ96 D:753 C:Q43,S:T987 H:T54 D:K86 C:AJ2,S:AK6 H:873 D:T92 C:K765,13,9,8,10
1,1924,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:A84 H:973 D:QJ87 C:KJ5,S:32 H:AJ86 D:AT64 C:A64,S:KT6 H:KQT D:953 C:Q873,S:QJ975 H:542 D:K2 C:T92,11,13,10,6
1,1925,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:J974 H:96 D:T976 C:Q85,S:K52 H:QT543 D:83 C:KJ9,S:AT83 H:AK2 D:A54 C:AT2,S:Q6 H:J87 D:KQJ2 C:7643,3,9,19,9
1,1926,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:K987 H:AT9 D:K95 C:AT5,S:AT H:KQJ3 D:JT62 C:KJ3,S:5432 H:852 D:A3 C:Q984,S:QJ6 H:764 D:Q874 C:762,14,15,6,5
1,1927,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:J874 H:KQ73 D:84 C:A43,S:AQ32 H:AJT85 D:AQ5 C:T,S:K6 H:942 D:KJ92 C:QJ96,S:T95 H:6 D:T763 C:K8752,10,17,10,3
1,1928,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:A76 H:T974 D:AJ74 C:AQ,S:QJ854 H:2 D:KQ2 C:KT42,S:K2 H:J85 D:T965 C:J975,S:T93 H:AKQ63 D:83 C:863,15,11,5,9
1,1929,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:K973 H:A2 D:T53 C:J932,S:842 H:K85 D:AJ84 C:874,S:AT H:QJT3 D:KQ92 C:KQ6,S:QJ65 H:9764 D:76 C:AT5,8,8,17,7
1,1930,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:K654 H:AT4 D:QT87 C:JT,S:AJ8 H:98 D:J65 C:Q8642,S:Q93 H:KQJ5 D:A943 C:K3,S:T72 H:7632 D:K2 C:A975,10,8,15,7
1,1931,3N -N,  4,430,630,2N -N,  4,180,180,6,10,250,450,S:A876 H:A74 D:A853 C:Q2,S:J H:QJT986 D:T7 C:K985,S:KQ54 H:K53 D:QJ62 C:AT,S:T932 H:2 D:K94 C:J7643,14,7,15,4
1,1932,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:AJT8 H:Q53 D:KT54 C:96,S:Q43 H:AJ872 D:AJ C:A42,S:K76 H:KT9 D:Q87 C:QT75,S:952 H:64 D:9632 C:KJ83,10,16,10,4
1,1933,3N -N,  4,430,630,2N -N,  4,180,180,6,10,250,450,S:Q5 H:A954 D:KQT8 C:Q92,S:T6 H:K873 D:A764 C:A87,S:AKJ7 H:QT2 D:J32 C:K64,S:98432 H:J6 D:95 C:JT53,13,11,14,2
1,1934,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:632 H:T54 D:KQ6 C:J752,S:KJT75 H:87 D:T8743 C:4,S:Q98 H:KQJ9 D:A5 C:AKT8,S:A4 H:A632 D:J92 C:Q963,6,4,19,11
1,1935,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:9642 H:JT84 D:T87 C:98,S:JT73 H:72 D:KJ652 C:T3,S:AK5 H:AQ D:Q943 C:KQ72,S:Q8 H:K9653 D:A C:AJ654,1,5,20,14
1,1936,3N -N,  4,430,630,2N -N,  4,180,180,6,10,250,450,S:T95 H:T94 D:KQ72 C:A92,S:Q7 H:A762 D:9863 C:QT7,S:AJ8 H:KJ83 D:AJ C:KJ54,S:K6432 H:Q5 D:T54 C:863,9,8,18,5
1,1937,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:9754 H:J2 D:QJ43 C:AT3,S: H:T43 D:K875 C:KJ8752,S:KQJ H:9875 D:AT62 C:Q6,S:AT8632 H:AKQ6 D:9 C:94,8,7,12,13
1,1938,3N -N, -4,-200,-400,2N -N, -3,-150,-300,-2,-3,-50,-100,S:Q73 H:A74 D:K863 C:A75,S:AK2 H:KQ983 D:Q2 C:T83,S:T4 H:JT65 D:AT94 C:Q42,S:J9865 H:2 D:J75 C:KJ96,13,14,7,6
1,1939,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:AK5 H:J976 D:J7 C:AJ96,S:7642 H:AQT D:K8 C:T854,S:Q983 H:K43 D:Q642 C:K2,S:JT H:852 D:AT953 C:Q73,14,9,10,7
1,1940,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:AKQ6 H:QJT D:AK65 C:A7,S:742 H:A7 D:9743 C:KT98,S:JT5 H:K542 D:JT2 C:J63,S:983 H:9863 D:Q8 C:Q542,23,7,6,4
1,1941,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:AKQ H:A985 D:QT C:KJ97,S:43 H:JT4 D:A8762 C:T84,S:J87 H:Q732 D:43 C:Q653,S:T9652 H:K6 D:KJ95 C:A2,19,5,5,11
1,1942,3N -N,  5,460,660,2N -N,  5,210,210,6,10,250,450,S:J54 H:J6 D:KJT6 C:A987,S:KT973 H:K8732 D:3 C:J3,S:Q6 H:AQT5 D:A97 C:KQ65,S:A82 H:94 D:Q8542 C:T42,10,7,17,6
1,1943,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:KQT2 H:Q943 D:QJ C:AT2,S:63 H:AKT D:K542 C:J983,S:AJ84 H:86 D:T87 C:Q764,S:975 H:J752 D:A963 C:K5,14,11,7,8
1,1944,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:AQJ9 H:K972 D:A75 C:52,S:T8543 H:T3 D:T9 C:AQ84,S:K62 H:J86 D:J32 C:KT97,S:7 H:AQ54 D:KQ864 C:J63,14,6,8,12
1,1945,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:KT92 H:AT63 D:QJ C:KQ3,S:A6 H:K85 D:T543 C:T872,S:754 H:942 D:AK82 C:A54,S:QJ83 H:QJ7 D:976 C:J96,15,7,11,7
1,1946,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:9862 H:K953 D:72 C:QJ9,S:T4 H:AQ D:QT963 C:7532,S:K73 H:T76 D:AKJ4 C:A86,S:AQJ5 H:J842 D:85 C:KT4,6,8,15,11
1,1947,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:KJ98 H:J7 D:976 C:AK94,S:AT4 H:963 D:QJT82 C:T8,S:Q65 H:AQ5 D:A54 C:Q762,S:732 H:KT842 D:K3 C:J53,12,7,14,7
1,1948,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:54 H:A974 D:AK4 C:AK85,S:872 H:KJT82 D:Q7 C:963,S:QJ3 H:653 D:J862 C:T72,S:AKT96 H:Q D:T953 C:QJ4,18,6,4,12
1,1949,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:J942 H:KT6 D:83 C:A963,S:K86 H:873 D:T4 C:JT754,S:T73 H:AJ42 D:AKQ5 C:Q2,S:AQ5 H:Q95 D:J9762 C:K8,8,4,16,12
1,1950,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:Q432 H:653 D:73 C:AKT8,S:865 H:AK4 D:J9864 C:Q9,S:KJT H:QT2 D:AK2 C:J763,S:A97 H:J987 D:QT5 C:542,9,10,14,7
1,1951,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:QJ8 H:QJ97 D:J52 C:T97,S:A72 H: D:AQT43 C:AK864,S:K943 H:A63 D:K976 C:QJ,S:T65 H:KT8542 D:8 C:532,7,17,13,3
1,1952,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:AK65 H:Q5 D:A74 C:A872,S:Q42 H:JT74 D:93 C:K965,S:T973 H:K862 D:KT5 C:T4,S:J8 H:A93 D:QJ862 C:QJ3,17,6,6,11
1,1953,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:QT96 H:A62 D:K95 C:T96,S:AK843 H:T975 D:4 C:732,S:75 H:QJ83 D:QT6 C:AKJ8,S:J2 H:K4 D:AJ8732 C:Q54,9,7,13,11
1,1954,3N -N,  7,520,720,2N -N,  7,270,270,6,10,250,450,S:AT5 H:AQT D:AJ4 C:KQ86,S:86432 H:753 D:62 C:943,S:K7 H:642 D:Q983 C:AJ72,S:QJ9 H:KJ98 D:KT75 C:T5,20,0,10,10
1,1955,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:K8 H:KT6 D:K982 C:Q985,S:Q743 H:8 D:QJ63 C:AJ64,S:J5 H:QJ54 D:A75 C:KT73,S:AT962 H:A9732 D:T4 C:2,11,10,11,8
1,1956,3N -N,  4,430,630,2N -N,  4,180,180,6,10,250,450,S:AJ92 H:AK6 D:A43 C:T84,S:76 H:T9532 D:KQ6 C:973,S:K853 H:Q7 D:9872 C:AK5,S:QT4 H:J84 D:JT5 C:QJ62,16,5,12,7
1,1957,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:5432 H:KQJ D:954 C:AQ5,S:AQ86 H:8762 D:J6 C:732,S:K9 H:T954 D:AK7 C:KT98,S:JT7 H:A3 D:QT832 C:J64,12,7,13,8
1,1958,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:KJ5 H:K964 D:J7 C:K843,S:T9843 H:A7 D:A52 C:AJ9,S:A76 H:QT8 D:QT86 C:QT6,S:Q2 H:J532 D:K943 C:752,11,13,10,6
1,1959,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:A4 H:AKJ6 D:A43 C:T852,S:K962 H:9854 D:QJ5 C:63,S:Q873 H:Q7 D:T92 C:AQ97,S:JT5 H:T32 D:K876 C:KJ4,16,6,10,8
1,1960,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:Q95 H:A92 D:954 C:J754,S:A642 H:3 D:QJ63 C:QT32,S:KJ73 H:T754 D:AT2 C:AK,S:T8 H:KQJ86 D:K87 C:986,7,9,15,9
1,1961,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:A765 H:KQ6 D:A72 C:J92,S:J94 H:J743 D:KT5 C:T54,S:82 H:AT82 D:986 C:K863,S:KQT3 H:95 D:QJ43 C:AQ7,14,5,7,14
1,1962,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:KQT H:J842 D:KJ96 C:74,S:93 H:KQ763 D:Q5 C:T985,S:AJ64 H:T95 D:84 C:AQ62,S:8752 H:A D:AT732 C:KJ3,10,7,11,12
1,1963,3N -N,  4,430,630,2N -N,  4,180,180,6,10,250,450,S:JT3 H:AK5 D:A854 C:AK5,S:K4 H:T98732 D:Q7 C:T32,S:AQ85 H:Q64 D:J63 C:876,S:9762 H:J D:KT92 C:QJ94,19,5,9,7
1,1964,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:763 H:KT D:K965 C:QJ84,S:T85 H:843 D:AJ874 C:75,S:AJ94 H:Q62 D:QT3 C:AK2,S:KQ2 H:AJ975 D:2 C:T963,9,5,16,10
1,1965,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:K976 H:Q42 D:AQ42 C:T6,S:QJ3 H:JT5 D:T83 C:J943,S:A542 H:K9 D:K965 C:A52,S:T8 H:A8763 D:J7 C:KQ87,11,5,14,10
1,1966,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:K54 H:Q6 D:Q932 C:QJ76,S:JT862 H:5 D:K864 C:AK5,S:AQ7 H:AK97 D:J75 C:843,S:93 H:JT8432 D:AT C:T92,10,11,14,5
1,1967,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:KQ65 H:9752 D:AJ C:642,S:A742 H:8 D:KT9754 C:KJ,S:T9 H:AKQ4 D:Q832 C:QT8,S:J83 H:JT63 D:6 C:A9753,10,11,13,6
1,1968,3N -N,  5,460,660,2N -N,  5,210,210,6,10,250,450,S:AJ H:8742 D:AK64 C:K54,S:8652 H:AQ3 D:8752 C:A8,S:KQ94 H:KJ6 D:T93 C:QJT,S:T73 H:T95 D:QJ C:97632,15,10,12,3
1,1969,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:AT85 H:AQ8 D:9642 C:K2,S:Q42 H:76 D:AKT73 C:T74,S:K97 H:J54 D:QJ5 C:J965,S:J63 H:KT932 D:8 C:AQ83,13,9,8,10
1,1970,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:43 H:AJ95 D:853 C:AKJ2,S:K972 H:T7 D:AJ962 C:87,S:Q85 H:862 D:KT7 C:QT96,S:AJT6 H:KQ43 D:Q4 C:543,13,8,7,12
1,1971,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:A3 H:JT82 D:Q875 C:AK4,S:T9 H:Q93 D:AKJT C:J975,S:J72 H:AK64 D:93 C:T862,S:KQ8654 H:75 D:642 C:Q3,14,11,8,7
1,1972,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:T765 H:KT3 D:T43 C:A76,S:J93 H:A97 D:K6 C:QJT95,S:AKQ H:QJ8 D:AQ95 C:432,S:842 H:6542 D:J872 C:K8,7,11,18,4
1,1973,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:T62 H:A854 D:86 C:9632,S:AKQ7 H:97 D:T974 C:AT7,S:J5 H:JT32 D:AKQ2 C:KQ4,S:9843 H:KQ6 D:J53 C:J85,4,13,16,7
1,1974,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:Q83 H:Q3 D:KQT7 C:AJ94,S:AJ H:T964 D:842 C:QT87,S:T762 H:J852 D:A6 C:K62,S:K954 H:AK7 D:J953 C:53,14,7,8,11
1,1975,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:642 H:AQ83 D:KJ75 C:J8,S:53 H:KJ75 D:AQ83 C:A64,S:AQT8 H:T96 D:94 C:KQT2,S:KJ97 H:42 D:T62 C:9753,11,14,11,4
1,1976,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:T92 H:AT96 D:T753 C:J2,S:7 H:KQ754 D:K9 C:T9864,S:KQ6 H:J832 D:A2 C:KQ53,S:AJ8543 H: D:QJ864 C:A7,5,8,15,12
1,1977,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:8765 H:KT4 D:Q853 C:AQ,S:T92 H:A96 D:96 C:JT965,S:AK3 H:J873 D:AJT4 C:K2,S:QJ4 H:Q52 D:K72 C:8743,11,5,16,8
1,1978,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:T3 H:AJ73 D:KQ52 C:KJ3,S:AJ942 H:96 D:A C:AQT76,S:KQ87 H:K54 D:T986 C:82,S:65 H:QT82 D:J743 C:954,14,15,8,3
1,1979,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:KQ72 H:K3 D:KQ7 C:QT87,S:AJ843 H:J2 D:A9642 C:5,S:T96 H:AQT4 D:JT83 C:92,S:5 H:98765 D:5 C:AKJ643,15,10,7,8
1,1980,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:J942 H:Q97 D:AK9 C:Q72,S:K875 H:J53 D:7 C:AT985,S:AQT6 H:8642 D:J53 C:J6,S:3 H:AKT D:QT8642 C:K43,12,8,8,12
1,1981,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:A842 H:KT4 D:852 C:JT7,S:KJ73 H:Q952 D:T C:A532,S:Q65 H:83 D:AQ64 C:KQ94,S:T9 H:AJ76 D:KJ973 C:86,8,10,13,9
1,1982,3N -N,  4,430,630,2N -N,  4,180,180,6,10,250,450,S:AT75 H:AQ5 D:Q85 C:T62,S:863 H:K8762 D:973 C:AQ,S:KQ4 H:J43 D:KJ6 C:KJ93,S:J92 H:T9 D:AT42 C:8754,12,9,14,5
1,1983,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:AKQ2 H:A94 D:765 C:KJ9,S:96 H:Q8653 D:J984 C:A3,S:J753 H:72 D:AKQ3 C:T76,S:T84 H:KJT D:T2 C:Q8542,17,7,10,6
1,1984,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:Q82 H:98 D:AQT6 C:AQ96,S:J653 H:QT42 D:97 C:JT7,S:AT7 H:J76 D:843 C:K843,S:K94 H:AK53 D:KJ52 C:52,14,4,8,14
1,1985,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:KT74 H:62 D:AT43 C:KQ8,S:A952 H:K54 D:Q5 C:7653,S:QJ6 H:A98 D:J976 C:JT2,S:83 H:QJT73 D:K82 C:A94,12,9,9,10
1,1986,3N -N,  4,430,630,2N -N,  4,180,180,6,10,250,450,S:A74 H:KJ D:7654 C:KQ73,S:KJ65 H:AT87 D:92 C:JT6,S:QT H:542 D:AKQJ C:A952,S:9832 H:Q963 D:T83 C:84,13,9,16,2
1,1987,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:J87 H:T63 D:9642 C:QJ5,S:AK63 H:Q94 D:J85 C:972,S:9542 H:A87 D:AKQ7 C:A3,S:QT H:KJ52 D:T3 C:KT864,4,10,17,9
1,1988,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:K4 H:K432 D:KT83 C:KJ9,S:AQT3 H:98 D:Q96 C:T832,S:862 H:QJ75 D:AJ75 C:76,S:J975 H:AT6 D:42 C:AQ54,13,8,8,11
1,1989,3N -N,  4,430,630,2N -N,  4,180,180,6,10,250,450,S:964 H:KT92 D:A62 C:QT9,S:Q8532 H:Q86 D:QJ7 C:K7,S:KJT7 H:AJ75 D:K5 C:A64,S:A H:43 D:T9843 C:J8532,9,10,16,5
1,1990,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:KQT5 H:J8 D:AQ6 C:AT53,S:J6 H:Q5 D:J9542 C:J986,S:A73 H:9732 D:KT87 C:Q2,S:9842 H:AKT64 D:3 C:K74,16,5,9,10
1,1991,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:7653 H:95 D:AK43 C:KT6,S:Q98 H:AQ86 D:Q962 C:J4,S:KJ2 H:KJT2 D:JT C:A875,S:AT4 H:743 D:875 C:Q932,10,11,13,6
1,1992,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:Q984 H:KJ7 D:A3 C:AK87,S:653 H:A6543 D:76 C:932,S:K2 H:Q982 D:854 C:Q654,S:AJT7 H:T D:KQJT92 C:JT,17,4,7,12
1,1993,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:KQ76 H:AK94 D:T7 C:843,S:AT4 H:T6 D:9865 C:KQ65,S:92 H:Q852 D:AJ42 C:J97,S:J853 H:J73 D:KQ3 C:AT2,12,9,8,11
1,1994,3N -N,  4,430,630,2N -N,  4,180,180,6,10,250,450,S:AQ3 H:A6 D:JT98 C:KT32,S:T94 H:Q8432 D:5 C:QJ64,S:KJ65 H:JT9 D:KQ2 C:A85,S:872 H:K75 D:A7643 C:97,14,5,14,7
1,1995,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:QJ5 H:AKQ3 D:Q43 C:986,S:KT72 H:T9764 D:A C:A53,S:A64 H:J5 D:KT65 C:QJT4,S:983 H:82 D:J9872 C:K72,14,11,11,4
1,1996,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:A3 H:KQJ7 D:8652 C:Q83,S:JT9 H:432 D:QT43 C:T54,S:K842 H:AT5 D:AJ7 C:762,S:Q765 H:986 D:K9 C:AKJ9,12,3,12,13
1,1997,3N -N,  4,430,630,2N -N,  4,180,180,6,10,250,450,S:K83 H:Q43 D:Q73 C:Q753,S:Q H:872 D:AJ9542 C:T92,S:AJ5 H:AKJT D:K8 C:KJ86,S:T97642 H:965 D:T6 C:A4,9,7,20,4
1,1998,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:AQ5 H:AT3 D:T64 C:KJ43,S:K94 H:765 D:KJ85 C:A52,S:832 H:Q982 D:A2 C:Q976,S:JT76 H:KJ4 D:Q973 C:T8,14,11,8,7
1,1999,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:K52 H:T3 D:KQJ5 C:AKT9,S:73 H:Q52 D:97643 C:874,S:QJT6 H:9874 D:AT2 C:52,S:A984 H:AKJ6 D:8 C:QJ63,16,2,7,15
1,2000,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:K43 H:A42 D:KQT6 C:J43,S:QT95 H:Q8 D:AJ72 C:K76,S:AJ72 H:KJ75 D:84 C:A85,S:86 H:T963 D:953 C:QT92,13,12,13,2
1,2001,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:83 H:K92 D:K743 C:6543,S:QJ95 H:AJT5 D:9 C:J972,S:A762 H:Q643 D:AJ5 C:AK,S:KT4 H:87 D:QT862 C:QT8,6,9,18,7
1,2002,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:T6 H:K865 D:9732 C:K72,S:AQ9543 H:QT94 D:5 C:QJ,S:K7 H:J73 D:AQT8 C:AT95,S:J82 H:A2 D:KJ64 C:8643,6,11,14,9
1,2003,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:653 H:T75 D:Q943 C:J83,S:AT9 H:J864 D:72 C:K642,S:KQ8 H:AKQ D:AJ8 C:Q975,S:J742 H:932 D:KT65 C:AT,3,8,21,8
1,2004,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:KQ87 H:J98 D:JT2 C:T64,S:96 H:43 D:K9653 C:A952,S:A4 H:T765 D:AQ7 C:KQJ7,S:JT532 H:AKQ2 D:84 C:83,7,7,16,10
1,2005,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:AK42 H:AQ6 D:Q543 C:94,S:QJ86 H:K3 D:T98 C:A752,S:93 H:T987 D:AK72 C:T86,S:T75 H:J542 D:J6 C:KQJ3,15,10,7,8
1,2006,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:AK94 H:86 D:K82 C:9764,S:85 H:9742 D:AT95 C:QT5,S:QJT H:KQ5 D:QJ64 C:A83,S:7632 H:AJT3 D:73 C:KJ2,10,6,15,9
1,2007,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:A92 H:852 D:KJ62 C:T92,S:Q3 H:JT973 D:73 C:A875,S:KT5 H:A6 D:AQ54 C:KJ63,S:J8764 H:KQ4 D:T98 C:Q4,8,7,17,8
1,2008,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:T6 H:AT5 D:J863 C:QT92,S:J974 H:K8742 D:K C:K54,S:AKQ8 H:63 D:T52 C:A863,S:532 H:QJ9 D:AQ974 C:J7,7,10,13,10
1,2009,3N -N, -4,-200,-400,2N -N, -3,-150,-300,-2,-3,-50,-100,S:J85 H:J873 D:87 C:KT95,S:32 H:T9 D:KQJT63 C:764,S:Q74 H:AK64 D:542 C:AQ2,S:AKT96 H:Q52 D:A9 C:J83,5,6,15,14
1,2010,3N -N, -4,-200,-400,2N -N, -3,-150,-300,-2,-3,-50,-100,S:72 H:Q542 D:T96 C:KQJ9,S:QJ83 H:AKT D:873 C:872,S:K654 H:J63 D:AQ C:AT53,S:AT9 H:987 D:KJ542 C:64,8,10,14,8
1,2011,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:KQ4 H:QJ86 D:KJ96 C:T5,S:AJ97 H:T3 D:743 C:J872,S:T532 H:K72 D:A2 C:AK93,S:86 H:A954 D:QT85 C:Q64,12,6,14,8
1,2012,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:A76 H:QJ4 D:Q965 C:742,S:KJ83 H:865 D:JT C:AJ96,S:Q952 H:KT97 D:AK3 C:83,S:T4 H:A32 D:8742 C:KQT5,9,10,12,9
1,2013,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:AK3 H:K876 D:T6 C:KQT4,S:J765 H:A2 D:AJ98 C:962,S:Q8 H:Q94 D:K754 C:J873,S:T942 H:JT53 D:Q32 C:A5,15,10,8,7
